,QUERY,month,day of the month,DAYSAFTERDBSTART,hour,minute,QUERYID,TIMEID,ANONID,MINUTESAFTERMIDNIGHT
1542,rexall sings anthem,april    ,5,35,20,13,1443054,1391152,429365,1213
1543,rexall sings anthem,april    ,5,35,20,13,1443054,6018840,429365,1213
1544,randy orton rko rey clips,march    ,25,24,22,54,1459086,4822824,480594,1374
1545,randy orton rko rey clips,march    ,25,24,22,54,1459086,4445987,480594,1374
1546,saved by the brokeback,may      ,30,90,9,4,1463101,2729261,586489,544
1547,joey jihad beef,march    ,24,23,5,40,1465803,2849622,589495,340
1548,joey jihad beef,march    ,24,23,5,40,1465803,2849622,589495,340
1549,v for vendetta speach,april    ,11,41,11,9,1466757,4025007,473217,669
1550,sesshoumaru,may      ,24,84,0,45,1469594,6442893,602235,45
1551,joey jihad frank,may      ,31,91,14,35,1469917,2329366,589495,875
1552,hightimes,april    ,14,44,9,53,1474248,2632710,309872,593
1553,hightimes,april    ,14,44,9,53,1474248,6214135,134473,593
1554,cold hearted snake video,april    ,27,57,23,42,1478136,2830642,503152,1422
1555,newcleus jam on it,april    ,9,39,18,31,1481116,2755829,115529,1111
1556,real life simpsons,april    ,20,50,7,7,1482702,55221,40604,427
1557,real life simpsons,april    ,20,50,7,7,1482702,55221,40604,427
1558,real life simpsons,april    ,20,50,7,7,1482702,5629327,36211,427
1559,real life simpsons,april    ,20,50,7,7,1482702,5629327,36211,427
1560,real life simpsons,april    ,20,50,7,7,1482702,5629327,36211,427
1561,real life simpsons,april    ,20,50,7,7,1482702,6914647,604150,427
1562,real life simpsons,april    ,20,50,7,7,1482702,6914647,604150,427
1563,female bodybuilders,march    ,31,30,19,43,1489243,4945533,242651,1183
1564,music video,may      ,13,73,20,41,1494093,5415366,531573,1241
1565,camel toes,march    ,5,4,7,43,1497129,4408419,166420,463
1566,amen tv sitcom song to download,april    ,3,33,9,6,1500463,6200361,352304,546
1567,superman music videos,may      ,12,72,9,12,1501501,3478841,27358,552
1568,kimbo 305,april    ,24,54,6,55,1505094,3605477,335608,415
1569,huster musik lil wayne video,march    ,16,15,0,21,1506474,5465775,108018,21
1570,the bizarre bunch,april    ,3,33,17,26,1508321,1692588,402516,1046
1571,hasselhoff hooked on a feeling,march    ,27,26,2,55,1508926,5420749,325430,175
1572,christopher walken weapon of choice download,april    ,4,34,20,54,1524010,1415253,62303,1254
1573,yoyoman.com,april    ,9,39,11,2,1530829,5028289,20907,662
1574,secondlife photoshop tutorials,march    ,26,25,6,22,1530337,5298895,82860,382
1575,mortal kombat reptile song,march    ,11,10,18,52,1530342,5672382,207020,1132
1576,royce gracie recent fight,may      ,6,66,19,19,1539424,737083,94033,1159
1577,paula deanda music video,may      ,30,90,23,5,1553061,2647631,219731,1385
1578,paula deanda music video,may      ,30,90,23,5,1553061,4144939,219731,1385
1579,angels and airwaves the adventure video code,may      ,28,88,13,36,1560745,209845,167331,816
1580,live simpsons credits,may      ,2,62,21,6,1563093,1656588,402516,1266
1581,mr t rap mother video code,april    ,9,39,20,7,1571712,6062500,171565,1207
1582,autistic kid basketball game,april    ,10,40,22,8,1572784,1940737,79943,1328
1583,autistic kid basketball game,april    ,10,40,22,8,1572784,1940737,79943,1328
1584,autistic kid basketball game,april    ,10,40,22,8,1572784,1940737,79943,1328
1585,www. mind of mancia,may      ,18,78,16,41,1581873,4075460,413642,1001
1586,viral vidioes,april    ,30,60,13,42,1581457,1935039,158551,822
1587,topless,april    ,17,47,5,30,1590663,3318431,315889,330
1588,nac thang len thien duong,march    ,12,11,17,24,1592023,5624114,211634,1044
1589,myspace animation,april    ,14,44,12,4,1595744,4172739,635313,724
1590,myspace video uploads,march    ,7,6,11,35,1605065,5804753,218868,695
1591,crichton alabama,may      ,18,78,15,11,1609008,767989,476859,911
1592,daddy yanki,may      ,18,78,20,24,1607734,4217744,51091,1224
1593,rocky vi teaser,may      ,22,82,18,12,1614894,3820288,329180,1092
1594,chris daughtry,may      ,8,68,19,13,1618607,5202418,109856,1153
1595,chris daughtry,may      ,8,68,19,13,1618607,4425107,476690,1153
1596,chris daughtry,may      ,8,68,19,13,1618607,626015,153036,1153
1597,giant centipede,april    ,19,49,16,56,1629510,6763546,415159,1016
1598,the simpsons live,may      ,11,71,22,29,1630993,3389742,36211,1349
1599,banana song,march    ,30,29,16,48,1630220,6918144,481375,1008
1600,vw mk 5 commercials,april    ,11,41,14,12,1630497,319939,639036,852
1601,saosin live video,march    ,29,28,5,55,1633769,1596487,632563,355
1602,saosin live video,march    ,29,28,5,55,1633769,1596487,632563,355
1603,creedmorefrack,march    ,18,17,15,56,1636439,4205295,234807,956
1604,creedmorefrack,march    ,18,17,15,56,1636439,2472931,234807,956
1605,bachelorsgrove.com,april    ,18,48,10,34,1636905,1282886,321323,634
1606,scarlett 20johansson 20,may      ,30,90,7,54,1641045,3876605,103913,474
1607,psp ad for myspace,may      ,1,61,13,18,1648484,6164097,169033,798
1608,naruto ninja od the night amv,april    ,29,59,0,40,1649760,2758609,595978,40
1609,firmware dvd for xbox 360,may      ,12,72,13,26,1646589,3244821,104689,806
1610,iraqi shooting,may      ,30,90,17,54,1658123,1700752,656058,1074
1611,yuki eiri & shindou shuichi 3,march    ,27,26,22,47,1663969,5790273,370461,1367
1612,honda crab,march    ,14,13,13,42,1663747,3942273,251847,822
1613,sweep arpeggios used in no boundaries,march    ,17,16,0,7,1674444,6166599,281517,7
1614,we miss robert song ricky smiley,may      ,24,84,12,39,1670458,3579034,580196,759
1615,youtub.com,may      ,29,89,22,3,1672986,2678801,493260,1323
1616,youtub.com,may      ,29,89,22,3,1672986,2678801,493260,1323
1617,youtub.com,may      ,29,89,22,3,1672986,5578531,493260,1323
1618,rant from ft to cm,may      ,8,68,8,6,1680658,3959524,340174,486
1619,vidas guerra,may      ,23,83,8,29,1682370,6783742,12656,509
1620,dumb cops,april    ,3,33,9,52,1680885,680739,568413,592
1621,dumb cops,april    ,3,33,9,52,1680885,680739,568413,592
1622,andy milonakis intro song,may      ,10,70,2,12,1690432,3671868,474884,132
1623,andy milonakis intro song,may      ,10,70,2,12,1690432,3181142,474884,132
1624,huge,march    ,6,5,22,33,1693083,268929,233541,1353
1625,http www.youtu,march    ,5,4,1,52,1697531,1007127,287527,112
1626,high school basketball video,april    ,8,38,10,35,1705779,3285983,56737,635
1627,frogback dance,may      ,21,81,1,30,1706997,6321947,123104,90
1628,kingdom hearts 2 ending in english,march    ,7,6,7,42,1713086,5907184,456024,462
1629,snl myspace,april    ,16,46,18,19,1715994,4899187,452010,1099
1630,capitoldrivingclub,march    ,2,1,2,52,1715042,4114527,279356,172
1631,capitoldrivingclub,march    ,2,1,2,52,1715042,3302919,279356,172
1632,capitoldrivingclub,march    ,2,1,2,52,1715042,3302919,279356,172
1633,http www.my space.com,april    ,6,36,8,27,1727805,1493980,347681,507
1634,http www.my space.com,april    ,6,36,8,27,1727805,6048768,87409,507
1635,http www.my space.com,april    ,6,36,8,27,1727805,6048768,87409,507
1636,http www.my space.com,april    ,6,36,8,27,1727805,6048768,87409,507
1637,http www.my space.com,april    ,6,36,8,27,1727805,6048768,87409,507
1638,orbox level 23,april    ,28,58,9,14,1739105,5785292,303412,554
1639,chris farleys hobbies,march    ,9,8,14,31,1739404,440577,511067,871
1640,chris farleys hobbies,march    ,9,8,14,31,1739404,6740235,511067,871
1641,rei naked pictures,march    ,31,30,20,5,1741223,4260340,287275,1205
1642,www.baratsandbereta.com,may      ,7,67,17,21,1750442,5976393,478721,1041
1643,snl digital short,march    ,20,19,16,56,1753077,4601331,588229,1016
1644,slam dunk contest for nba live 2006,april    ,22,52,3,6,1754658,2844855,62437,186
1645,digimon season 4 zoe and takuya,april    ,9,39,7,27,1760723,6873400,441832,447
1646,bikini contest,april    ,25,55,9,0,1771382,1299741,518058,540
1647,bikini contest,april    ,25,55,9,0,1771382,4128399,518058,540
1648,sex tape,march    ,8,7,23,57,1770445,5741851,243023,1437
1649,muscle flexing muscle worship gay muscle,march    ,13,12,13,53,1770016,2673515,551511,833
1650,muscle flexing muscle worship gay muscle,march    ,13,12,13,53,1770016,2673515,551511,833
1651,muscle flexing muscle worship gay muscle,march    ,13,12,13,53,1770016,2673515,551511,833
1652,muscle flexing muscle worship gay muscle,march    ,13,12,13,53,1770016,2673515,551511,833
1653,the evolution of dance,may      ,28,88,2,2,1777092,1409167,15594,122
1654,the evolution of dance,may      ,28,88,2,2,1777092,2806291,61688,122
1655,the evolution of dance,may      ,28,88,2,2,1777092,3357376,542017,122
1656,watch dire straits video money for nothing,april    ,8,38,5,45,1781453,2854755,364794,345
1657,watch dire straits video money for nothing,april    ,8,38,5,45,1781453,2854755,364794,345
1658,watch dire straits video money for nothing,april    ,8,38,5,45,1781453,2854755,364794,345
1659,steve miller songs,april    ,25,55,11,36,1783809,363467,292140,696
1660,red celica lambo doors,may      ,31,91,17,26,1787151,2831845,45264,1046
1661,ruth to the rescue,april    ,26,56,14,56,1786959,5801582,120647,896
1662,aventuraworldwide.com,april    ,2,32,18,3,1783358,1303879,71310,1083
1663,are three six mafia devil worshipers,april    ,10,40,11,2,1786000,3265417,361207,662
1664,caballeros del zodiaco hades videos,march    ,31,30,6,38,1788154,6407214,78976,398
1665,caballeros del zodiaco hades videos,march    ,31,30,6,38,1788154,6407214,78976,398
1666,caballeros del zodiaco hades videos,march    ,31,30,6,38,1788154,6407214,78976,398
1667,inuyasha 7th ending song to download,april    ,15,45,10,10,1798156,2199233,105882,610
1668,brokeback to the future,may      ,30,90,10,29,1800431,3129991,322889,629
1669,brokeback to the future,may      ,30,90,10,29,1800431,4507687,329180,629
1670,brokeback to the future,may      ,30,90,10,29,1800431,6002944,329180,629
1671,brokeback to the future,may      ,30,90,10,29,1800431,59121,463098,629
1672,brokeback to the future,may      ,30,90,10,29,1800431,59121,463098,629
1673,brokeback to the future,may      ,30,90,10,29,1800431,4419854,485483,629
1674,brokeback to the future,may      ,30,90,10,29,1800431,725569,225326,629
1675,brokeback to the future,may      ,30,90,10,29,1800431,4947150,410971,629
1676,brokeback to the future,may      ,30,90,10,29,1800431,4947150,410971,629
1677,brokeback to the future,may      ,30,90,10,29,1800431,3863357,455498,629
1678,brokeback to the future,may      ,30,90,10,29,1800431,942088,92101,629
1679,brokeback to the future,may      ,30,90,10,29,1800431,3427121,481762,629
1680,brokeback to the future,may      ,30,90,10,29,1800431,3955113,642445,629
1681,brokeback to the future,may      ,30,90,10,29,1800431,1718732,642445,629
1682,growing pains theme song for myspace,april    ,1,31,20,2,1813044,2367001,127208,1202
1683,buffy 20the 20body,april    ,27,57,0,10,1813087,800862,421573,10
1684,subfighter.com,march    ,20,19,17,47,1827171,3130451,184212,1067
1685,oscar dela hoya and mayorga,april    ,11,41,14,59,1827328,2003392,99376,899
1686,sexy dancers,may      ,9,69,7,46,1830986,1350193,608317,466
1687,brokeback mountain parody,may      ,4,64,8,0,1839868,2037588,142858,480
1688,heath ledger singing in lords of dogtown,march    ,2,1,6,32,1859366,5929673,166737,392
1689,grouchy media,may      ,9,69,13,52,1864239,42610,36680,832
1690,tags motorcycles,march    ,5,4,12,14,1866644,5610245,388144,734
1691,shoogie wondershowzen,march    ,24,23,1,37,1875944,6276572,65228,97
1692,south park crips vs bloods,may      ,8,68,17,10,1883971,1543799,327333,1030
1693,allen ray eye video,march    ,9,8,11,52,1884543,5793694,565804,712
1694,falloutboys,may      ,21,81,18,19,1888347,1087415,268357,1099
1695,boob boxing,march    ,27,26,21,25,1888996,1407352,355077,1285
1696,scrubs myspace,march    ,20,19,5,4,1893216,730938,336397,304
1697,scrubs myspace,march    ,20,19,5,4,1893216,730938,336397,304
1698,scrubs myspace,march    ,20,19,5,4,1893216,730938,336397,304
1699,scrubs myspace,march    ,20,19,5,4,1893216,730938,336397,304
1700,mann gegen mann video,march    ,18,17,5,37,1897184,3437956,561330,337
1701,www.badjocks.com,march    ,10,9,13,15,1902409,6258836,86457,795
1702,the man show boy,march    ,24,23,22,7,1900277,5834669,373906,1327
1703,lexi cruz,march    ,17,16,8,23,1904625,6017321,582908,503
1704,joe perry 2006,may      ,31,91,17,32,1915692,3179702,405315,1052
1705,zelda movie,march    ,12,11,7,56,1921833,280895,70159,476
1706,zelda movie,march    ,12,11,7,56,1921833,1475011,143543,476
1707,screaming pac man,april    ,29,59,7,20,1926099,5284348,444118,440
1708,how to do the carlton dance,may      ,12,72,17,9,1931200,5176366,118604,1029
1709,t i what u know,april    ,21,51,22,55,1934069,4286545,589094,1375
1710,bulldog skateboarding video for myspace code,may      ,18,78,11,31,1936543,3997405,217253,691
1711,chicas en bikinis,may      ,24,84,11,7,1936066,3188755,79225,667
1712,chulin chuli lyrics,april    ,2,32,19,48,1933090,2611256,65020,1188
1713,snl chronicles of narnia rap,march    ,31,30,13,52,1939669,3809813,358443,832
1714,marvel vs capcom 2 mugen,may      ,10,70,22,50,1943476,253793,226403,1370
1715,autistic basketball player,march    ,11,10,1,0,1943697,2505680,412042,60
1716,autistic basketball player,march    ,11,10,1,0,1943697,4683307,73328,60
1717,naruto,march    ,28,27,5,8,1947241,2611218,524122,308
1718,naruto,march    ,28,27,5,8,1947241,1727450,65269,308
1719,naruto,march    ,28,27,5,8,1947241,3837992,428843,308
1720,naruto,march    ,28,27,5,8,1947241,3502870,130620,308
1721,avril lavigne-dont tell me url,march    ,19,18,14,2,1945907,4217927,476982,842
1722,ak-sent zingy,may      ,11,71,8,45,1955151,3225457,447050,525
1723,far from home lyrics vic mignogna,march    ,20,19,0,21,1962875,4980464,334703,21
1724,vegeta,april    ,22,52,3,18,1977605,3578652,26605,198
1725,upload full japanese yugioh episodes,march    ,7,6,17,41,1979651,2006964,69090,1061
1726,dudesnude,march    ,1,0,18,58,1987409,828485,162659,1138
1727,sonny moore,march    ,16,15,6,47,1989868,4567564,46160,407
1728,shakira dance belly button,april    ,22,52,2,49,1986101,3050501,525685,169
1729,shakira,may      ,5,65,21,27,1991519,6552812,103794,1287
1730,chulin chulin cunfly,may      ,12,72,2,0,1991334,1698604,101463,120
1731,hyphy movement language,may      ,11,71,21,37,1997057,4158227,198144,1297
1732,back to the future,march    ,24,23,23,11,2002372,2789736,529150,1391
1733,qiana chase,april    ,11,41,11,43,2002403,3405950,561208,703
1734,rainbow romance korean drama,april    ,14,44,22,28,2009434,1587367,299684,1348
1735,juggernaut myspace video,may      ,30,90,6,46,2012881,5388753,297163,406
1736,juggernaut myspace video,may      ,30,90,6,46,2012881,5388753,297163,406
1737,miss murder video,may      ,31,91,21,26,2011737,5370481,518148,1286
1738,irak babes,may      ,11,71,18,0,2021206,441574,623312,1080
1739,korean girls,march    ,9,8,21,59,2020939,3078230,525605,1319
1740,dani from california song,may      ,9,69,15,24,2026462,2243147,364110,924
1741,noche de sexo,may      ,9,69,0,15,2028386,2885501,334048,15
1742,d.n.angel- about riku and daisuke,march    ,24,23,22,38,2030456,3843077,441832,1358
1743,d.n.angel- about riku and daisuke,march    ,24,23,22,38,2030456,3843077,441832,1358
1744,d.n.angel- about riku and daisuke,march    ,24,23,22,38,2030456,1314907,441832,1358
1745,d.n.angel- about riku and daisuke,march    ,24,23,22,38,2030456,2628356,441832,1358
1746,phil anselmo,may      ,4,64,1,24,2033196,1213622,86375,84
1747,phil anselmo,may      ,4,64,1,24,2033196,1213622,86375,84
1748,mtv trampling,april    ,27,57,6,14,2032715,1910511,20121,374
1749,mtv trampling,april    ,27,57,6,14,2032715,1910511,20121,374
1750,mtv trampling,april    ,27,57,6,14,2032715,1910511,20121,374
1751,mtv trampling,april    ,27,57,6,14,2032715,394786,20121,374
1752,mtv trampling,april    ,27,57,6,14,2032715,394786,20121,374
1753,mtv trampling,april    ,27,57,6,14,2032715,4090738,20121,374
1754,mtv trampling,april    ,27,57,6,14,2032715,3653891,20121,374
1755,mtv trampling,april    ,27,57,6,14,2032715,4324269,20121,374
1756,mtv trampling,april    ,27,57,6,14,2032715,5401407,20121,374
1757,mtv trampling,april    ,27,57,6,14,2032715,409442,20121,374
1758,mtv trampling,april    ,27,57,6,14,2032715,2524501,20121,374
1759,mtv trampling,april    ,27,57,6,14,2032715,6161661,20121,374
1760,mtv trampling,april    ,27,57,6,14,2032715,4805113,20121,374
1761,mtv trampling,april    ,27,57,6,14,2032715,424719,20121,374
1762,mtv trampling,april    ,27,57,6,14,2032715,424719,20121,374
1763,mtv trampling,april    ,27,57,6,14,2032715,2236411,20121,374
1764,mtv trampling,april    ,27,57,6,14,2032715,2162550,20121,374
1765,mtv trampling,april    ,27,57,6,14,2032715,6691180,20121,374
1766,mtv trampling,april    ,27,57,6,14,2032715,643172,20121,374
1767,mtv trampling,april    ,27,57,6,14,2032715,4636931,20121,374
1768,mtv trampling,april    ,27,57,6,14,2032715,900975,20121,374
1769,mtv trampling,april    ,27,57,6,14,2032715,3013706,20121,374
1770,mtv trampling,april    ,27,57,6,14,2032715,2000876,20121,374
1771,mtv trampling,april    ,27,57,6,14,2032715,1266520,20121,374
1772,mtv trampling,april    ,27,57,6,14,2032715,4670758,20121,374
1773,mtv trampling,april    ,27,57,6,14,2032715,2127365,20121,374
1774,mtv trampling,april    ,27,57,6,14,2032715,3957975,20121,374
1775,mtv trampling,april    ,27,57,6,14,2032715,3913589,20121,374
1776,mtv trampling,april    ,27,57,6,14,2032715,3767820,20121,374
1777,mtv trampling,april    ,27,57,6,14,2032715,249059,20121,374
1778,mtv trampling,april    ,27,57,6,14,2032715,2567598,20121,374
1779,mtv trampling,april    ,27,57,6,14,2032715,6049439,20121,374
1780,mtv trampling,april    ,27,57,6,14,2032715,983986,20121,374
1781,mtv trampling,april    ,27,57,6,14,2032715,983986,20121,374
1782,mtv trampling,april    ,27,57,6,14,2032715,2738476,20121,374
1783,mtv trampling,april    ,27,57,6,14,2032715,41443,20121,374
1784,mtv trampling,april    ,27,57,6,14,2032715,2525922,20121,374
1785,mtv trampling,april    ,27,57,6,14,2032715,2525922,20121,374
1786,mtv trampling,april    ,27,57,6,14,2032715,5462110,20121,374
1787,mtv trampling,april    ,27,57,6,14,2032715,5462110,20121,374
1788,mtv trampling,april    ,27,57,6,14,2032715,4503865,20121,374
1789,mtv trampling,april    ,27,57,6,14,2032715,5213695,20121,374
1790,mtv trampling,april    ,27,57,6,14,2032715,718922,20121,374
1791,mtv trampling,april    ,27,57,6,14,2032715,1991376,20121,374
1792,mtv trampling,april    ,27,57,6,14,2032715,1991376,20121,374
1793,mtv trampling,april    ,27,57,6,14,2032715,5428474,20121,374
1794,mtv trampling,april    ,27,57,6,14,2032715,4405237,20121,374
1795,mtv trampling,april    ,27,57,6,14,2032715,3189996,20121,374
1796,mtv trampling,april    ,27,57,6,14,2032715,1657985,20121,374
1797,mtv trampling,april    ,27,57,6,14,2032715,4008530,20121,374
1798,mtv trampling,april    ,27,57,6,14,2032715,422824,20121,374
1799,mtv trampling,april    ,27,57,6,14,2032715,6737011,20121,374
1800,mtv trampling,april    ,27,57,6,14,2032715,924188,20121,374
1801,mtv trampling,april    ,27,57,6,14,2032715,924188,20121,374
1802,mtv trampling,april    ,27,57,6,14,2032715,263980,20121,374
1803,mtv trampling,april    ,27,57,6,14,2032715,263980,20121,374
1804,mtv trampling,april    ,27,57,6,14,2032715,4786885,20121,374
1805,mtv trampling,april    ,27,57,6,14,2032715,2794027,20121,374
1806,mtv trampling,april    ,27,57,6,14,2032715,4777158,20121,374
1807,mtv trampling,april    ,27,57,6,14,2032715,355825,20121,374
1808,mtv trampling,april    ,27,57,6,14,2032715,5568354,20121,374
1809,mtv trampling,april    ,27,57,6,14,2032715,2439128,20121,374
1810,mtv trampling,april    ,27,57,6,14,2032715,2075041,20121,374
1811,mtv trampling,april    ,27,57,6,14,2032715,3353436,20121,374
1812,mtv trampling,april    ,27,57,6,14,2032715,1220462,20121,374
1813,mtv trampling,april    ,27,57,6,14,2032715,514816,20121,374
1814,mtv trampling,april    ,27,57,6,14,2032715,5508492,20121,374
1815,mtv trampling,april    ,27,57,6,14,2032715,3170951,20121,374
1816,mtv trampling,april    ,27,57,6,14,2032715,3170951,20121,374
1817,mtv trampling,april    ,27,57,6,14,2032715,6680843,20121,374
1818,mtv trampling,april    ,27,57,6,14,2032715,1696693,20121,374
1819,mtv trampling,april    ,27,57,6,14,2032715,1696693,20121,374
1820,mtv trampling,april    ,27,57,6,14,2032715,6389778,20121,374
1821,mtv trampling,april    ,27,57,6,14,2032715,6826303,20121,374
1822,mtv trampling,april    ,27,57,6,14,2032715,2297467,20121,374
1823,mtv trampling,april    ,27,57,6,14,2032715,4208584,20121,374
1824,mtv trampling,april    ,27,57,6,14,2032715,2152096,20121,374
1825,mtv trampling,april    ,27,57,6,14,2032715,5500905,20121,374
1826,mtv trampling,april    ,27,57,6,14,2032715,1720707,20121,374
1827,mtv trampling,april    ,27,57,6,14,2032715,1720707,20121,374
1828,mtv trampling,april    ,27,57,6,14,2032715,4808504,20121,374
1829,mtv trampling,april    ,27,57,6,14,2032715,1042897,20121,374
1830,mtv trampling,april    ,27,57,6,14,2032715,634590,20121,374
1831,mtv trampling,april    ,27,57,6,14,2032715,6011272,20121,374
1832,mtv trampling,april    ,27,57,6,14,2032715,3049345,20121,374
1833,pon and zi cartoons,may      ,12,72,16,40,2038744,4242135,6593,1000
1834,cassidy v.s. young on smack dvd smack dvd,april    ,27,57,0,31,2038447,3131607,641864,31
1835,cassidy v.s. young on smack dvd smack dvd,april    ,27,57,0,31,2038447,3131607,641864,31
1836,twistedblack145.com,may      ,26,86,22,47,2051275,5851759,79611,1367
1837,real street fight,march    ,25,24,22,14,2052916,6079356,587868,1334
1838,sleater kinney,march    ,23,22,23,43,2063808,2681257,446060,1423
1839,myspace pokemon,april    ,20,50,21,27,2078081,5429307,636068,1287
1840,cmllwrestling.com,may      ,31,91,17,9,2088703,4390727,238754,1029
1841,reno 911 under the influence,may      ,22,82,18,43,2088140,3339847,418979,1123
1842,reno 911 under the influence,may      ,22,82,18,43,2088140,3339847,418979,1123
1843,reno 911 under the influence,may      ,22,82,18,43,2088140,3339847,418979,1123
1844,www.you.,april    ,2,32,14,13,2096269,3222561,611264,853
1845,puerto rican day parade xxx,april    ,5,35,8,26,2100180,4582584,99128,506
1846,yuotube com,may      ,23,83,8,54,2108767,2590586,620133,534
1847,themyspacemovie.com,march    ,10,9,11,55,2123721,1550035,242269,715
1848,kingdom hearts 2 opening videos,may      ,19,79,12,54,2136729,3993553,630544,774
1849,kingdom hearts 2 opening videos,may      ,19,79,12,54,2136729,3370785,476982,774
1850,raymond mouse singing you sexy thing,april    ,27,57,19,2,2139479,2868836,282986,1142
1851,soul train line,march    ,2,1,19,5,2141302,3985390,335306,1145
1852,soul train line,march    ,2,1,19,5,2141302,3985390,335306,1145
1853,billy joel we didnt start the fire,march    ,23,22,2,26,2152041,4329529,514454,146
1854,500hats,april    ,9,39,18,32,2153144,1551468,179519,1112
1855,nissan sentra turbo,may      ,16,76,12,31,2159668,3444160,152881,751
1856,www.onegoodmove.org,april    ,26,56,3,56,2166403,4163536,124020,236
1857,kimbo,may      ,26,86,10,8,2175578,6642920,578505,608
1858,female stronger wrestler then male,may      ,25,85,21,6,2182395,6603952,289465,1266
1859,female stronger wrestler then male,may      ,25,85,21,6,2182395,6603952,289465,1266
1860,chuck norris jokes,march    ,4,3,2,21,2183523,6750760,362178,141
1861,chuck norris jokes,march    ,4,3,2,21,2183523,15144,15031,141
1862,chuck norris jokes,march    ,4,3,2,21,2183523,4722418,550237,141
1863,chuck norris jokes,march    ,4,3,2,21,2183523,4561005,304136,141
1864,chuck norris jokes,march    ,4,3,2,21,2183523,5699817,198592,141
1865,chuck norris jokes,march    ,4,3,2,21,2183523,1723456,568562,141
1866,chuck norris jokes,march    ,4,3,2,21,2183523,3354431,594223,141
1867,chuck norris jokes,march    ,4,3,2,21,2183523,3796926,20377,141
1868,michael jordans avi,april    ,8,38,14,9,2188196,4795036,329812,849
1869,jared padalecki,april    ,18,48,9,26,2196224,342796,115435,566
1870,teen nick lindsay lohan,march    ,30,29,15,34,2197606,6251705,587999,934
1871,soth park,april    ,14,44,12,40,2200087,6700933,638851,760
1872,high school musical subtitles,may      ,11,71,23,32,2209131,4967624,213926,1412
1873,comedy skit,march    ,21,20,20,13,2211153,2334253,51042,1213
1874,miss nude world 2005,march    ,17,16,21,27,2210349,1049515,636224,1287
1875,peter gabriel sledgehammer,april    ,20,50,22,11,2215128,1739840,75785,1331
1876,exorcist maze prank,march    ,14,13,20,12,2219626,6723524,66844,1212
1877,exorcist maze prank,march    ,14,13,20,12,2219626,6723524,66844,1212
1878,camara escondida,april    ,9,39,19,16,2232302,5051562,316503,1156
1879,camara escondida,april    ,9,39,19,16,2232302,5051562,316503,1156
1880,camara escondida,april    ,9,39,19,16,2232302,1485395,316503,1156
1881,fake ghostly car commercial,march    ,6,5,8,11,2235736,1420915,613802,491
1882,gosei sentai dairanger translation,may      ,13,73,8,43,2238010,2385426,22548,523
1883,myspace the movie,april    ,14,44,12,55,2245081,5425450,183527,775
1884,myspace the movie,april    ,14,44,12,55,2245081,5682122,299424,775
1885,myspace the movie,april    ,14,44,12,55,2245081,1148744,593012,775
1886,myspace the movie,april    ,14,44,12,55,2245081,52550,232322,775
1887,www.dubbed.rules.it,april    ,23,53,9,21,2256327,3569215,253580,561
1888,star wars the empire brokeback,march    ,10,9,7,28,2259746,284441,335836,448
1889,cookie monster codes for my space,may      ,13,73,14,32,2261143,410655,501405,872
1890,steven colbert and bush,may      ,14,74,13,32,2271094,2717484,463977,812
1891,lil wayne hustler musik video,april    ,23,53,15,16,2273119,669053,108018,916
1892,lil wayne hustler musik video,april    ,23,53,15,16,2273119,669053,108018,916
1893,inuyasha - m2m - mirror mirror,may      ,16,76,11,15,2277976,229723,522485,675
1894,buffie,march    ,2,1,14,21,2280468,6803621,248140,861
1895,buffie,march    ,2,1,14,21,2280468,4893522,248140,861
1896,hilary duff and joel madden,april    ,21,51,2,58,2285649,4509562,634283,178
1897,hilary duff and joel madden,april    ,21,51,2,58,2285649,4612827,634283,178
1898,jimmy fallon pepsi commercial,may      ,31,91,1,47,2292639,2229226,61455,107
1899,chriss 20bliss,march    ,8,7,23,59,2295246,6904489,150062,1439
1900,fosters home for imaginary friends hentai,april    ,13,43,19,42,2312483,4755321,72826,1182
1901,desi.videos.blogspot.com,may      ,25,85,8,53,2314395,3877446,527122,533
1902,desi.videos.blogspot.com,may      ,25,85,8,53,2314395,1857128,527122,533
1903,oprah and tom cruise,may      ,28,88,14,42,2317731,5306316,635583,882
1904,boys beware,april    ,25,55,8,42,2324230,3544386,434302,522
1905,aol sessions nickelback someday,may      ,24,84,10,29,2330908,6520634,270176,629
1906,106 & park,march    ,18,17,23,5,2338242,2612085,113638,1385
1907,106 & park,march    ,18,17,23,5,2338242,2612085,113638,1385
1908,last supper sketch,may      ,4,64,2,46,2337475,2677488,374175,166
1909,teen nick,april    ,11,41,16,17,2350127,5766144,587999,977
1910,teen nick,april    ,11,41,16,17,2350127,4639928,587999,977
1911,mickie james porn,may      ,16,76,11,23,2351501,3658015,250078,683
1912,don't come home a'drinkin,may      ,1,61,3,32,2372735,6458632,115956,212
1913,tiny raskal gang,april    ,8,38,17,15,2376536,4014208,233457,1035
1914,sunday bloody sunday live,may      ,22,82,12,30,2376941,6248576,200370,750
1915,sunday bloody sunday live,may      ,22,82,12,30,2376941,6248576,200370,750
1916,kingdom hearts 2 sex,march    ,28,27,11,45,2373176,1041461,472904,705
1917,naruto and hinata oasis,may      ,31,91,8,33,2382509,2961314,172414,513
1918,jils jrock,march    ,2,1,15,49,2391476,6567692,299684,949
1919,red hot chili peppers dani california,may      ,25,85,2,52,2396145,3286849,476982,172
1920,isabelle turell,march    ,3,2,14,17,2404969,5298909,140341,857
