Title	Video ID	Published At	Description	View Count	Like Count	View-Like-Ratio
Makeup Lessons - LOOK HOT in 5 Minutes or Less....	5-P5bXdOBRk	2006-03-29T23:02:28Z	New Content COMING FALL 2021**** Work hard. Play hard. That's Camille's motto. As the Research Coordinator of the ...	3704579	13251	0.003576924665
Ed Harris' Meltdown	azOWjmfUqVw	2006-05-22T02:48:25Z	While promoting History of Violence at the 2004 Toronto International Film Festival, costar Ed Harris caused some tension when ...	3652915	13086	0.003582344511
10 Things I Hate About Commandments	u1kqqMXWEFs	2006-05-15T05:36:42Z	A comedy 3000 years in the making... Featured in Rolling Stone, CNN...	3636764	15147	0.004164966437
The Postal Service - Sleeping In	FAPy64IgG58	2006-05-21T11:37:18Z	A music video to the track Sleeping In by the Postal Service (not official folks, fan made in 2006 with some professional kit).	3633243	9147	0.002517585529
Insane News Man	pG4UMxP3HsM	2006-05-23T05:38:15Z	Newscaster speaks very calmly and casually about his co-anchor being killed.	3624929	12196	0.00336447969
Whale in 3000' of water	CHdJIIxpTnU	2006-03-15T16:27:04Z	Attached is a video filmed on Saturday off the coast of Mississippi in 3000' of water. We were inspecting the flowline jumper ...	3621643	62683	0.01730789037
U2 - Vertigo (Live In Milan 2005)	ZbsTQgjPiZ0	2006-04-29T18:38:49Z	U2 performs Vertigo at the end of their concert(s) in Milan, Italy in July 2005.	3540640	7863	0.002220784943
THREE IN THE AFTERNOON	GpuEMSH6zB4	2006-04-08T07:56:21Z	Check out Three in the Afternoon Remastered on our channel to watch the video with remastered sound!	3427493	10241	0.002987898152
Wolfsheim - The Sparrows and the Nightingales	aQUDGl7JR7Y	2006-03-02T07:53:00Z	awesome.	3419973	16505	0.004826061492
Eddsworld - F is for FUN	nmgtQ_sYHpA	2006-03-20T16:05:29Z	No, Tord, no! Animated by Edd 'Eddsworld' Gould (http://youtube.com/eddsworld) Music: SpongeBob SquarePants - The F.U.N. ...	3371756	97106	0.02879983012
Sesame Street - The Alligator King	cg71djeZfos	2006-03-01T21:46:22Z	Classic Sesame Street tune from 1971, written/animated by Pixar's Bud Luckey (also on the banjo, what a talent!), lyrics by Don ...	3246293	5261	0.001620617732
SOILWORK - Nerve (OFFICIAL VIDEO)	QcXVnyiQjBE	2006-05-17T14:08:47Z	Official music video for the Soilwork track Nerve. Order at: https://www.nuclearblast.de/band/soilwork Subscribe to Nuclear Blast ...	3242628	17920	0.005526381688
Pearl Jam - Rearview Mirror Live @ Pink Pop	8Fxk2JrZgvA	2006-04-17T15:10:32Z	Pearl Jam - Rearview Mirror Live @ Pink Pop.	3209669	15427	0.004806414618
Curious George ~ Upside Down	KNzFFvW20G0	2006-05-17T00:13:51Z	Just hit a 2000000 views!! Thanks to all the viewers!! Wow! Just my favorite song from the movie and my favorite pictures!! Just 4 ...	3182140	2989	0.000939304996
Battlefield 2142 Trailer	V-DnK-d_sp0	2006-03-20T23:49:02Z	A trailer video for Battlefield 2142 brought to you by PC Gamer.	3136525	4764	0.001518878377
City of Angels (Trailer)	6zSG_oVliis	2006-03-21T08:10:24Z	Actors: Nicolas Cage, Meg Ryan, Andre Braugher, Dennis Franz, Colm Feore Directors: Brad Silberling.	3131196	2976	0.0009504355524
apocalyptica somewhere around nothing	eM4qMuhEgeA	2006-03-08T19:50:35Z		3098242	12709	0.004102003652
System of a Down - Chop Suey!, Bounce, and Atwa	yXnnQLrdpGQ	2006-04-25T23:58:31Z	System of a Down at Pink Pop in 2002 playing Chop Suey!, Bounce, and Atwa soadfans.com.	3087878	18771	0.006078931875
Chris Rock-Never Scared Clip: Legalizing Drugs	WWERzwbobOk	2006-03-12T01:26:23Z	This is a clip from the stand-up, Chris Rock - Never Scared, and it's taken from when Chris Rock speaks on white men being ...	3008951	15980	0.005310820947
Cambodian Karaoke Tom Teav 07	xsnshXX3amw	2006-03-30T06:38:10Z	khmer yike.	3001633	15171	0.005054248804
GOTTHARD - Lift U Up (OFFICIAL MUSIC VIDEO)	Cg4MTBCIW8A	2006-05-15T14:31:41Z	Official music video for Gotthard's Lift U Up. Order at: http://smarturl.it/GH-LS-NB SUBSCRIBE to NUCLEAR BLAST: ...	2956599	11214	0.003792871472
Grateful Dead - Peggy O - 6-26-94	AX9Vhv4akxc	2006-05-13T05:10:02Z	Grateful Dead - An amazing moment in time captured in Las Vegas in 1994. This one is all Jerry, frail yet strong and full of emotion ...	2955649	9246	0.00312824696
Magic Mentos	3D9jDzfyBj4	2006-05-02T12:36:43Z	Mentos commercial parody. FACEBOOK | https://www.facebook.com/fndfilms TWITTER | https://twitter.com/fndfilms WEBSITE ...	2946778	19092	0.006478940728
Broken Social Scene - 7/4 Shoreline	Uev2J_cBHjQ	2006-05-10T20:16:08Z	From the album - Broken Social Scene http://brokensocialscene.lnk.to/BSS.	2919377	11024	0.00377614813
Feist - One Evening	lqVKOilZO2A	2006-05-12T17:13:32Z	From the album - Let It Die http://www.galleryac.com/product_info.php?products_id=302&cPath=	2916623	6653	0.002281062722
Let Your Love Flow	WKSNHcsqqKM	2006-03-14T20:01:23Z	The Bellamy Brothers singing Let Your Love Flow on German TV in th 1970s.	2888382	N/A	#VALUE!
Dawn Of The Dead-Remake: (2004)Trailer	8LUzJAsa-gg	2006-05-26T13:17:11Z	A young female nurse, named Anna, is caught in the middle of a world-wide chaos as flesh-eating zombies begin rising up and ...	2848849	3623	0.001271741675
Hoobastank-The Reason Live	RHESGxB5fJk	2006-04-02T12:57:31Z	GOOD.	2805141	8501	0.003030507201
Evanescence - Thoughtless (KoRn Cover)	h5sL1dpYDDI	2006-04-25T17:42:08Z	Evanescence - Thoughtless live @ Rock am Ring 2004 (Germany)	2784672	11104	0.003987543237
Monty Python and the Holy Grail in Lego	fIXByCAIzos	2006-05-25T18:01:18Z	Original 240p upload, watch HQ version here: http://uk.youtube.com/watch?v=yjacqcTFYFw Monty Python and the Holy Grail in ...	2783039	12101	0.004348124478
Jennifer Paige Stranded	yEBUBO3Jt9k	2006-05-09T05:52:48Z	Jennifer Paige's campaign for her new album is now LIVE for a limited time at http://www.jenniferpaige.com/kickstarter Stranded ...	2755715	11619	0.004216328612
Elephant Man ft Sean Paul	sDswNH9Ionk	2006-04-24T03:04:05Z	The 2 Hard Crew Medley.	2697124	5091	0.001887566163
Oblivion Domino Day	UyHiIeBsc9E	2006-05-08T17:38:15Z	READ FIRST BEFORE PM Doing a Domino Day in TES Oblivion with books. Even if some things didn't work as expected, such as ...	2682855	17525	0.00653222034
Daughters	-Bc0mG5omTo	2006-04-26T21:40:06Z	DERRICK COMEDY's feature film MYSTERY TEAM available NOW on DVD, digital and On Demand: ...	2650983	21028	0.00793215196
Freaky Friday trailer	UShtvCen6So	2006-05-28T21:33:32Z	Freaky Friday movie trailer starring Lindsay Lohan and Jamie Lee Curtis. Nice family movie.	2621284	N/A	#VALUE!
Thermite vs. Car	rdCsbZf1_Ng	2006-03-14T03:31:42Z	Watch this video.	2527540	10514	0.004159775909
dvp of Exile Alliance (Lineage 2 Teon)	1nhg0ywOwG8	2006-05-21T21:05:52Z	dvp is a Hero of the Teon Server (Lineage 2 North America). dvp is member of Exile Alliance, and they are in war with syndicate, ...	2489959	7347	0.002950650995
The Magic Numbers - Forever Lost	s29S51KSbiQ	2006-03-04T07:48:34Z	great great song by indie group, the Magic Numbers.	2472002	11631	0.004705093281
Meet a Black Person	lYJ9zOyzI4w	2006-04-17T16:16:33Z	Improv Everywhere's Agent Colton Dunn offers a Meet a Black Person service to the very white population of Aspen, CO.	2450440	11145	0.004548162779
Bulletball	WOOw2yWMSfk	2006-04-27T05:22:34Z	In this clip, inventor Marc Griffin shows off his new game, Bulletball, to the American Inventor judges.	2440639	24433	0.01001090288
Almost Famous Trailer	qk0XnyrENrE	2006-05-14T19:34:17Z	William Miller is a 15 year old kid, hired by Rolling Stone magazine to tour with, and write about Stillwater, an up and coming rock ...	2440373	5973	0.002447576661
JogaTV Episode 6: BRAZILIAN PING PONG	cTY4Yo2SR2o	2006-03-14T00:25:27Z	Eric Cantona brings another JogaTV broadcast from the heart of Germany. Play Beautiful. Joga Bonito.	2415073	16478	0.006822982162
Ali G - sandwich war	kwEd_tcKBfU	2006-03-05T03:40:05Z	Ali G talks to Pat Buchanan about BLTs in Iraq.	2411870	14512	0.006016908042
Dragonball GT (Portuguese Opening)	7LyNFxnv78w	2006-04-18T14:26:18Z		2405832	16188	0.006728649382
Harry Potter and the Brokeback Goblet	e9D0veHTxh0	2006-03-08T19:55:53Z	Don't forget to watch Harry Potter and the Brokeback Phoenix. A Brokeback Mountain Spoof of Harry Potter and the Goblet of Fire ...	2394876	10021	0.004184350254
Roger Federer slow motion video	xNPaZj4yn00	2006-05-25T06:05:47Z	http://www.tennismindgame.com/roger-federer.html Super slow motion videos of Roger Federer - hitting mostly forehands and a ...	2370801	3270	0.001379280673
Brave Little Toaster - It's a B-Movie	nOeK0Ig-H9g	2006-05-29T00:05:02Z	One of my favorite songs from the Brave Little Toaster.	2369458	15473	0.006530185384
Lum no Love Song	Z4yxbqWpaaQ	2006-05-02T22:18:09Z	This song is called Lum No Love (Lum's Love)	2345351	83404	0.0355614149
Benassi Bros Feat. Dhany - Every Single Day (2005)	u_a-HC1Fmv0	2006-03-30T01:58:56Z	Benassi Bros Feat. Dhany - Every Single Day (2005)	2338580	4543	0.001942631854
Animal Alpha - Bundy. Soundtrack on Hansel & Gretel Witch Hunters	KN0rTyaFaTo	2006-05-05T09:17:27Z	Music video directed by me, Petter B. Jahre (www.try.no). Singers new band: www.djervmusic.com Guitarplayers new projects: ...	2321845	26639	0.01147320342
Spider Murphy Gang - Schickeria	ez5zjxJmQtw	2006-05-15T12:07:38Z	german legends / ndw 80s.	2301075	5519	0.002398444205
Boy George - Bow Down Mister	Bwg7uyy9g2c	2006-05-19T02:35:35Z	Bow Down Mister.	2279449	13026	0.005714538908
Yara - Bailando Caporales	xpKwQPnWdx4	2006-05-29T17:06:48Z	Caporal.	2269224	11990	0.005283744575
Silent Hill 2 intro	tysvNGGFN3M	2006-04-07T05:09:36Z	Silent Hill 2 intro.	2249973	12958	0.005759180221
Rigoletto - Questa o quella	NWwg_VtrTdg	2006-04-13T09:26:25Z	Jean-Pierre Ponnelle's classic film of Verdi's dark tragedy features the legendary Luciano Pavarotti as the dashing Duke of ...	2228626	7975	0.003578438015
Straight No Chaser - This Is How We Do It	JKx_BTj_-IE	2006-04-18T00:28:08Z	Straight No Chaser performs their version of This Is How We Do It, which also includes Thank You and Motownphilly by Boyz ...	2227818	4842	0.002173427093
Just My Luck Trailer	ZnR2KrXcovM	2006-04-25T15:34:34Z	It's gonna be released in may 12th (U.S.A) & also in July (U.K). Starring Lindsey Lohan, Chris Pine & (most important...) McFLY.	2186267	2325	0.001063456568
Blind Football Player	7Ycdpxu51OA	2006-03-09T07:56:17Z	This is a great story about a young boy in a small town in West Texas. He is blind, but is able to play football. Really neat story.	2142287	8656	0.00404054172
Chaves - A Festa Da Boa Vizinhança [Parte I]	eYYkCE7UGZg	2006-05-25T10:56:48Z	PARTE 1 DE 7 Para baixar o vídeo (Compactado com WinZIP em 4 partes - Total 354 Mb) Parte 01 ...	2131985	5192	0.002435289179
Star Wars music video: Imperial March	ZbPcUrHsD8A	2006-03-19T08:55:02Z	This is sort of a tribute to Darth Vader from the prequels. I like to imagine that Anakin is more cool and badass than good ol' ...	2128710	3634	0.001707137186
Architecture in Helsinki - Do the Whirlwind	MXIzyquw-kc	2006-04-25T09:10:53Z	Architecture in Helsinki's video for Do the Whirlwind, with animation by pixel artist Paul Robertson. I don't own this, but the video ...	2115329	10707	0.005061623984
always / Bon Jovi (Live)	3-XbVjFnAoI	2006-05-28T15:40:44Z	Bon Jovi This Left Feels Right Live.	2112340	3746	0.001773388754
C2C - DMC DJ team World Champions 2004 set @C2Cdjs (Album Now Available)	L4_Ue2lrwTQ	2006-05-16T17:07:53Z	TETRA' Album : https://OnAndOnRecords.lnk.to/TETR4 2xLP Vinyl Edition : http://www.onandon-records.com/en/7-all ...	2110171	6611	0.003132921455
Sleater-Kinney - Jumpers [OFFICIAL VIDEO]	vZA_7FtttRY	2006-04-07T18:43:12Z	Sub Pop Records reissued the remastered catalog of the acclaimed American rock band, Sleater-Kinney on October 21st 2014.	2103082	20122	0.009567862784
Layer Cake US Trailer	e5R4iepdXqo	2006-05-01T05:37:19Z	Daniel Craig.	2096414	3644	0.001738206289
🍄🍄🍄🍄 Mushroom time lapse Amanita Muscaria 🍄🍄🍄🍄	8s_fpRUqpuE	2006-04-15T12:46:46Z	Is it really deadly? Read at http://erowid.org/plants/amanitas/amanitas.shtml 3 day timelapse of an Amanita Muscaria.	2079912	5588	0.002686652128
New Super Mario Bros. Commercial	jUnFmf4yhvY	2006-05-18T20:43:50Z	North America commercial for NSMB.	2076440	3728	0.001795380555
Karizma - Riskuvam da te imam	Vs3dPeVAqv0	2006-05-10T16:57:27Z	КариZма - Рискувам да те имам - песента, която ги направи известни!	2068960	9502	0.00459264558
Peace Train by Yusuf Islam (Cat Stevens)	U7wEctHyuc0	2006-05-27T15:56:42Z	Pro Peace message from Yusuf Islam www.YUSUFISLAM.com.	2067316	4829	0.002335878985
Starship Troopers - WAR	faFuaYA-daw	2006-04-21T13:47:44Z	Out of the ashes of Buenos Aires comes first sorrow. Then; anger. 'The only Good Bug is a Dead Bug.'	2063934	9193	0.004454115296
Kristen Stewart in Zathura	KcoLEGGqU5A	2006-04-12T06:04:30Z	15-year-old teen actress Kristen Stewart from the movie Zathura.	2051541	4657	0.002270000941
Kronk's new groove	ARCcIDsgfE0	2006-05-11T11:49:49Z	awesome ^-^	2016844	14689	0.007283161216
Ask A Ninja - Question 18 Minjas	ehQo7s_02sc	2006-04-10T18:49:42Z	Brad asks the Ninja if there are midget ninjas. Plus special bonus question from Mike about Snakes on a Plane! Subscribe to the ...	1983560	8743	0.004407731553
Aatma - Aastha	EfeN0zxJNF4	2006-03-19T21:34:18Z	Aaatma by Aastha band(nepali)	1977830	14451	0.007306492469
Concerto for Piano and Orchestra No. 26 Coronation Mozart	32gsiqbjbk8	2006-05-13T10:50:07Z	Concerto for Piano and Orchestra No. 26 Coronation in D (Mozart)	1937922	5378	0.002775137493
Siddharta - Ring	QkpwyU9HnF8	2006-04-26T15:40:00Z	this is a music video from one of my favourite bands.	1931432	5887	0.003047997548
Must Love Jaws	92yHyxeju1U	2006-03-14T20:01:33Z	Two men, one shark, lot's of love!	1922027	6294	0.003274667838
How to play Clocks by Coldplay on Piano	S6DBgq3ipDw	2006-04-12T01:53:52Z	In this video podcast, Mario Ajero shows how to play the piano part to the beginning of the song, Clocks, by Coldplay.	1920931	4049	0.002107832088
Emilie Simon - Fleur de Saison	UMDunGVx7uU	2006-05-10T20:20:13Z	Vidéo Clip de Emilie Simon - Fleur de Saison. Tirée de son 3e album (Vegetal)	1902942	4857	0.002552363656
MESHUGGAH - Shed (Official Music Video)	YjzIBI3jkKY	2006-05-17T11:01:08Z	Taken off the album Catch Thirtythree ▷ FOLLOW @REIGNING PHOENIX MUSIC EU: ...	1900211	7952	0.004184798425
Star Wars: The Han Solo Affair	WTmuROV842w	2006-05-25T17:49:52Z	Original 240p upload - HQ version here: http://uk.youtube.com/watch?v=6gbLuyVXsdk Star Wars: The Han Solo Affair, 2002, Spite ...	1895710	4105	0.002165415596
Infernal - A To The B	P7sl2ap9zZo	2006-03-05T07:10:27Z	The brand new music video from the hot danish dance act Infernal.	1892626	2179	0.001151310402
Lilo & Stitch: Beauty & the Beast Trailer 3 of 4 Funny!	twZJu9vb1z8	2006-05-16T05:28:20Z	Here is the third teaser trailer for the movie. Stitch always likes to spoil the mood.	1892421	4424	0.002337746199
If I Said You Have A Beautiful Body...	nAVUrq7jvtM	2006-03-14T22:10:51Z	The Bellamy Brothers performing If I Said You Have A Beautiful Body Would You Hold It Against Me at Wembley Arena in ...	1883866	N/A	#VALUE!
Dacav 5 - - Tetris	cY2BflhLfGM	2006-05-17T03:49:50Z	Tetris Music Video by DaCaV5. Directed by Mitchell Miller, Ryan Simmons, and Phil Tartaglione. Produced by Ryan Simmons.	1872332	12326	0.00658323417
Primus - To defy the laws of tradition (Radio Jam)	231PT-5nKhY	2006-05-02T22:46:20Z	Primus playing To defy in a radio station room. PRIMUS IS THE BEST BAND EVER.	1851451	18088	0.009769634735
Cambodian Karaoke Tom Teav 06	_ThfrYIBev8	2006-03-30T05:40:40Z	khmer yike.	1822964	9618	0.005276023004
NILE - Sacrifice Unto Sebek (Official Music Video)	Cac2-dTkayY	2006-05-16T21:14:26Z	Nile - Sacrifice Unto Sebek Official Music Video from the album 'Annihilation of the Wicked' Subscribe to Relapse ...	1801265	5243	0.00291073218
Max Payne 2 Trailer	iLNO4oq2bx8	2006-03-14T01:25:23Z	Trailer for the game Max Payne 2: The Fall of Max Payne.	1793853	3280	0.001828466435
Stereophonics - Dakota (Live)	RCZxS277oD4	2006-03-04T15:58:51Z	Stereophonics perform their Number 1 single Dakota live from Wembley Arena. Recorded on their sold out 'Language. Sex.	1790493	4738	0.002646198561
Stay in Queue	IPxBKxU8GIQ	2006-04-04T20:03:18Z	If you once leave your queue, you will never be happy again. So stay in your queue! A short film by Laboratoire Ferdinand Lutz ...	1759143	5760	0.003274321644
Fett's Vette (Original) featuring mc chris	2z9XTeeA43o	2006-03-14T16:04:48Z	Boba Fett is just chilling on Tatooine in his Vette and dancing with his twilek backup dancers! STORE ...	1744933	12324	0.00706273536
Queens of the Stone Age - Hangin' Tree (live)	grw5AT5kq0c	2006-03-20T02:59:07Z	Queens of the Stone Age performing Hangin' Tree live. L-R: Nick Oliveri, Mark Lanegan, Josh Homme, Troy Van Leeuwen.	1736276	5907	0.003402108881
Soge King song 2	hZ3A0BH_pD4	2006-05-24T20:32:07Z	The second Soge King song, as well as Luffy and Chopper's reactions.	1730867	24946	0.0144124303
Jim Reeves - Am I Losing You	PUpOyMvFqsU	2006-03-21T16:09:48Z	Jim Reeves singing Am I Losing You.	1728273	4209	0.002435379133
Pearl Jam - You Are	wzv7OtPL8S4	2006-04-10T04:11:34Z	Pearl Jam - You Are (Riot Act Album) unoficial video clip.	1721163	5103	0.00296485574
Pride & Prejudice - My Confession	niUXP6UVMnE	2006-05-10T01:54:10Z	READ BEFORE YOU MESSAGE - I did not make this and don't know how to make videos: it's by Darcywil, who has several other ...	1715568	7178	0.004184037007
Are You In Or Out?	xY5q01fTceQ	2006-05-28T03:27:04Z	Are You In Or Out? from Aladdin and the King of Thieves.	1709968	4679	0.002736308516
Cambodian Karaoke Tom Teav 08	GYTRrS2A0S8	2006-03-30T06:24:30Z	khmer yike.	1692892	7269	0.004293835637
A Charlie Brown Heavy Metal Christmas	4AC3sZB-v7Q	2006-03-19T12:26:25Z	Charlie Brown Christmas mashed with the song Perfect Night for a Hanging - by Tourniquet Download on itunes: ...	1687052	8581	0.005086387379
3 Doors Down-Away from the Sun (Live)	25upz6PME3I	2006-04-09T13:52:18Z	Live in 2004.	1684501	3348	0.001987532213
Forget About Love	WMrbT4Ycv1A	2006-05-14T03:39:48Z	Forget About Love from The Return of Jafar.	1677065	6176	0.003682624108
BATMAN LEGENDS featuring JOKER, BANE, NIGHTWING, and HARLEY QUINN	Yq5RHUO6yLg	2006-05-27T21:08:08Z	Directed and Shot By Aaron Schoenke Produced by Sean Schoenke Original Music by Sean Schoenke Starring Kevin Porter as ...	1676658	7885	0.004702807609
Full house	-dLOSHLBYWA	2006-05-03T02:11:01Z	Jodie Sweetin (Stepahinie) starred on the america episode of Full House. Here she admit in real life that she was once addicted to ...	1658164	3965	0.002391198941
Instrumental Blues with Gibson 1959 Les Paul - Gregor Hilden	o9Ujm4HEXGc	2006-05-05T09:39:20Z	Performed by Gregor Hilden & Band at the B & W Blues Festival feat. Tommy Schneller on sax. Gregor Hilden plays a original ...	1643497	7399	0.004501985705
the Sounds - Song With A Mission	uthcXoWwbHQ	2006-05-26T17:19:05Z	the Sounds - Song With A Mission.	1641628	4016	0.002446352036
